id,topic,likes,comments
695707917166339_994268317310296,2,0,1
695707917166339_994243217312806,2,1,6
695707917166339_994372283966566,2,1,2
695707917166339_994521887284939,2,1,3
695707917166339_994472013956593,2,1,1
695707917166339_994429987294129,2,0,4
695707917166339_994042700666191,2,1,5
695707917166339_994041840666277,2,4,1
695707917166339_994134603990334,2,3,5
695707917166339_993451284058666,2,3,3
695707917166339_993781934025601,2,1,1
695707917166339_993395687397559,2,0,1
695707917166339_993609250709536,2,0,2
695707917166339_993395754064219,2,13,7
695707917166339_993015604102234,2,4,2
695707917166339_993187027418425,2,0,2
695707917166339_993235644080230,2,3,1
695707917166339_993015567435571,2,1,2
695707917166339_992559757481152,2,25,4
695707917166339_992649330805528,2,0,1
695707917166339_992868437450284,2,1,2
695707917166339_992938920776569,2,11,0
695707917166339_992938947443233,2,2,3
695707917166339_992157080854753,2,2,15
695707917166339_992290390841422,2,1,1
695707917166339_992496630820798,2,0,2
695707917166339_991390514264743,2,0,2
695707917166339_991447024259092,2,1,1
695707917166339_991361067601021,2,0,1
695707917166339_990760164327778,2,1,4
695707917166339_990662134337581,2,0,4
695707917166339_990697474334047,2,7,4
695707917166339_990097031060758,2,2,4
695707917166339_990432817693846,2,2,1
695707917166339_990432924360502,2,3,1
695707917166339_990103464393448,2,3,1
695707917166339_989314124472382,2,2,1
695707917166339_989314137805714,2,8,1
695707917166339_989338861136575,2,5,1
695707917166339_989445891125872,2,4,1
695707917166339_988951714508623,2,0,2
695707917166339_989094094494385,2,3,8
695707917166339_988951744508620,2,0,2
695707917166339_988687654535029,2,1,3
695707917166339_988808834522911,2,5,2
695707917166339_988780544525740,2,0,2
695707917166339_988775631192898,2,1,1
695707917166339_988342234569571,2,3,1
695707917166339_988403151230146,2,24,2
695707917166339_988403141230147,2,1,2
695707917166339_988360651234396,2,25,8
695707917166339_988315461238915,2,2,1
695707917166339_987296631340798,2,14,3
695707917166339_987338891336572,2,7,1
695707917166339_987482671322194,2,3,1
695707917166339_987154734688321,2,2,7
695707917166339_987112358025892,2,0,1
695707917166339_986528411417620,2,5,2
695707917166339_986308068106321,2,1,3
695707917166339_986076388129489,2,7,1
695707917166339_986052731465188,2,10,6
695707917166339_986407028096425,2,14,3
695707917166339_985839068153221,2,0,0
695707917166339_985901144813680,2,25,3
695707917166339_985838858153242,2,0,3
695707917166339_985838871486574,2,1,1
695707917166339_985494698187658,2,0,2
695707917166339_985463634857431,2,5,5
695707917166339_985352548201873,2,2,1
695707917166339_985242928212835,2,1,2
695707917166339_985260164877778,2,0,2
695707917166339_985262711544190,2,0,10
695707917166339_985078438229284,2,5,10
695707917166339_985097898227338,2,25,2
695707917166339_984726628264465,2,0,0
695707917166339_984696008267527,2,14,0
695707917166339_984238208313307,2,0,6
695707917166339_984273018309826,2,8,2
695707917166339_983982275005567,2,10,0
695707917166339_983718351698626,2,3,2
695707917166339_983387721731689,2,7,2
695707917166339_983305711739890,2,1,1
695707917166339_983126771757784,2,25,0
695707917166339_983363098400818,2,7,1
695707917166339_983566218380506,2,0,1
695707917166339_982896788447449,2,7,4
695707917166339_983007868436341,2,0,3
695707917166339_982974291773032,2,4,2
695707917166339_982982961772165,2,2,1
695707917166339_983005348436593,2,0,4
695707917166339_983013175102477,2,4,2
695707917166339_983013131769148,2,7,1
695707917166339_983050681765393,2,7,0
695707917166339_982788018458326,2,1,2
695707917166339_982454265158368,2,4,7
695707917166339_982810728456055,2,1,1
695707917166339_982837238453404,2,3,4
695707917166339_982824715121323,2,0,5
695707917166339_982284608508667,2,1,1
695707917166339_982286001841861,2,25,1
695707917166339_982264631843998,2,4,3
695707917166339_982284621841999,2,1,1
695707917166339_982284635175331,2,0,9
695707917166339_982325768504551,2,3,6
695707917166339_981780061892455,2,1,5
695707917166339_982081365195658,2,25,12
695707917166339_982061458530982,2,5,2
695707917166339_982263221844139,2,2,5
695707917166339_980926038644524,2,6,5
695707917166339_980625185341276,2,25,1
695707917166339_980002828736845,2,2,4
695707917166339_979875285416266,2,1,1
695707917166339_979416798795448,2,0,3
695707917166339_979416775462117,2,6,10
695707917166339_979096968827431,2,11,4
695707917166339_979073552163106,2,7,0
695707917166339_978536765550118,2,1,5
695707917166339_978799628857165,2,4,2
695707917166339_978536858883442,2,1,7
695707917166339_978092302261231,2,1,4
695707917166339_978189302251531,2,5,4
695707917166339_978161872254274,2,5,8
695707917166339_978214898915638,2,2,1
695707917166339_978040455599749,2,4,4
695707917166339_977670712303390,2,2,0
695707917166339_977054929031635,2,4,0
695707917166339_976810529056075,2,2,5
695707917166339_976673375736457,2,0,1
695707917166339_976549525748842,2,1,1
695707917166339_976573925746402,2,0,2
695707917166339_975722935831501,2,5,1
695707917166339_975903675813427,2,4,4
695707917166339_975619559175172,2,7,3
695707917166339_975874642482997,2,6,1
695707917166339_974934625910332,2,0,1
695707917166339_975091045894690,2,1,1
695707917166339_975149942555467,2,11,6
695707917166339_975168885886906,2,5,4
695707917166339_974744342596027,2,8,2
695707917166339_974843602586101,2,5,3
695707917166339_974680199269108,2,4,4
695707917166339_974535485950246,2,19,2
695707917166339_974279799309148,2,12,3
695707917166339_974232835980511,2,0,5
695707917166339_974517459285382,2,25,2
695707917166339_974069032663558,2,2,3
695707917166339_974027622667699,2,2,3
695707917166339_973964659340662,2,4,1
695707917166339_974027669334361,2,10,2
695707917166339_973634472707014,2,6,5
695707917166339_973729986030796,2,8,3
695707917166339_973704432700018,2,9,2
695707917166339_973096922760769,2,15,5
695707917166339_973398532730608,2,2,8
695707917166339_973398522730609,2,3,2
695707917166339_973164369420691,2,0,3
695707917166339_973166379420490,2,25,5
695707917166339_973096886094106,2,0,3
695707917166339_973470722723389,2,2,3
695707917166339_973066399430488,2,25,10
695707917166339_972577139479414,2,1,3
695707917166339_972609846142810,2,5,8
695707917166339_973019366101858,2,5,2
695707917166339_972923029444825,2,11,1
695707917166339_972576976146097,2,0,6
695707917166339_972005296203265,2,1,6
695707917166339_971719956231799,2,3,1
695707917166339_971402652930196,2,4,2
695707917166339_971858896217905,2,0,3
695707917166339_971430889594039,2,1,3
695707917166339_971375479599580,2,2,2
695707917166339_971312792939182,2,16,3
695707917166339_971312802939181,2,11,4
695707917166339_971294392941022,2,3,8
695707917166339_971108076292987,2,0,3
695707917166339_970925832977878,2,5,1
695707917166339_971334546270340,2,2,4
695707917166339_971375389599589,2,8,2
695707917166339_971375682932893,2,0,3
695707917166339_970795976324197,2,7,4
695707917166339_970767232993738,2,1,3
695707917166339_970352799701848,2,3,1
695707917166339_970074849729643,2,6,2
695707917166339_969654039771724,2,0,4
695707917166339_969584173112044,2,0,1
695707917166339_969712093099252,2,10,7
695707917166339_969439399793188,2,3,4
695707917166339_969100026493792,2,0,3
695707917166339_969067176497077,2,1,4
695707917166339_968905196513275,2,2,3
695707917166339_968905106513284,2,3,3
695707917166339_968926856511109,2,1,1
695707917166339_968882693182192,2,2,0
695707917166339_968882893182172,2,6,4
695707917166339_968905163179945,2,3,3
695707917166339_968323393238122,2,2,1
695707917166339_968300053240456,2,1,5
695707917166339_968350753235386,2,0,2
695707917166339_967194340017694,2,2,2
695707917166339_967146870022441,2,3,0
695707917166339_967104716693323,2,1,0
695707917166339_967593559977772,2,25,3
695707917166339_967146866689108,2,9,2
695707917166339_967736443296817,2,3,1
695707917166339_966860940051034,2,1,3
695707917166339_966637573406704,2,5,3
695707917166339_966995916704203,2,16,6
695707917166339_966606863409775,2,11,1
695707917166339_966637613406700,2,3,0
695707917166339_966860926717702,2,2,10
695707917166339_966812810055847,2,3,0
695707917166339_966812860055842,2,5,2
695707917166339_966831473387314,2,4,1
695707917166339_966860950051033,2,2,5
695707917166339_966637596740035,2,2,1
695707917166339_966606850076443,2,1,2
695707917166339_966659560071172,2,11,3
695707917166339_966520453418416,2,4,1
695707917166339_966573570079771,2,0,3
695707917166339_966520273418434,2,15,1
695707917166339_966487070088421,2,12,0
695707917166339_966606803409781,2,5,1
695707917166339_966421373428324,2,2,1
695707917166339_966454253425036,2,5,1
695707917166339_966307243439737,2,25,3
695707917166339_966325036771291,2,5,3
695707917166339_966342146769580,2,8,1
695707917166339_966454246758370,2,4,1
695707917166339_966573330079795,2,1,1
695707917166339_966421403428321,2,2,4
695707917166339_966421503428311,2,0,2
695707917166339_966520496751745,2,0,2
695707917166339_966264700110658,2,2,1
695707917166339_966307206773074,2,8,2
695707917166339_965926640144464,2,1,5
695707917166339_966243906779404,2,3,3
695707917166339_966244110112717,2,10,0
695707917166339_966307190106409,2,5,0
695707917166339_965889230148205,2,3,0
695707917166339_966264716777323,2,0,1
695707917166339_965894350147693,2,1,2
695707917166339_965926670144461,2,5,7
695707917166339_965521026851692,2,4,2
695707917166339_965270713543390,2,25,3
695707917166339_965669556836839,2,7,2
695707917166339_965298546873940,2,3,3
695707917166339_965601106843684,2,0,4
695707917166339_965669570170171,2,4,2
695707917166339_965824630154665,2,9,0
695707917166339_965669546836840,2,0,3
695707917166339_965128096890985,2,11,3
695707917166339_964981380238990,2,8,3
695707917166339_965003360236792,2,2,1
695707917166339_965162373554224,2,8,6
695707917166339_965162360220892,2,0,3
695707917166339_964585740278554,2,0,0
695707917166339_964663280270800,2,17,0
695707917166339_964530283617433,2,3,2
695707917166339_964551446948650,2,14,4
695707917166339_964530300284098,2,9,1
695707917166339_963979690339159,2,7,7
695707917166339_963623923708069,2,10,12
695707917166339_963533540383774,2,2,7
695707917166339_963290650408063,2,25,5
695707917166339_963483290388799,2,4,4
695707917166339_963328497070945,2,2,1
695707917166339_963106013759860,2,0,3
695707917166339_963106113759850,2,25,9
695707917166339_962923083778153,2,0,2
695707917166339_962515833818878,2,4,9
695707917166339_962272583843203,2,2,1
695707917166339_962273327176462,2,4,0
695707917166339_961553347248460,2,3,6
695707917166339_961737957229999,2,9,5
695707917166339_961751097228685,2,8,2
695707917166339_961488187254976,2,12,7
695707917166339_960950743975387,2,9,1
695707917166339_960693617334433,2,9,13
695707917166339_960844823985979,2,13,4
695707917166339_960673824003079,2,7,3
695707917166339_960642944006167,2,25,4
695707917166339_960383627365432,2,13,4
695707917166339_960126737391121,2,3,3
695707917166339_959926570744471,2,25,11
695707917166339_960126757391119,2,6,3
695707917166339_959962627407532,2,5,3
695707917166339_960126750724453,2,6,3
695707917166339_959308860806242,2,25,3
695707917166339_959626650774463,2,25,4
695707917166339_959138840823244,2,4,4
695707917166339_959706774099784,2,4,4
695707917166339_958912824179179,2,1,4
695707917166339_958571584213303,2,11,2
695707917166339_958943537509441,2,2,2
695707917166339_958783520858776,2,12,3
695707917166339_958518417551953,2,2,1
695707917166339_958349347568860,2,0,1
695707917166339_958571494213312,2,16,6
695707917166339_957624544308007,2,9,5
695707917166339_957891800947948,2,1,2
695707917166339_957912447612550,2,25,6
695707917166339_957402234330238,2,25,12
695707917166339_957082304362231,2,0,6
695707917166339_957383627665432,2,17,0
695707917166339_956746207729174,2,23,4
695707917166339_956724514398010,2,2,3
695707917166339_956581114412350,2,0,1
695707917166339_956502864420175,2,2,1
695707917166339_956494264421035,2,4,1
695707917166339_956371714433290,2,1,1
695707917166339_955847031152425,2,4,1
695707917166339_955974531139675,2,1,6
695707917166339_955847081152420,2,25,12
695707917166339_955299901207138,2,13,0
695707917166339_954952241241904,2,7,4
695707917166339_955350811202047,2,9,21
695707917166339_955445914525870,2,11,0
695707917166339_954702044600257,2,4,4
695707917166339_954579017945893,2,12,1
695707917166339_954237761313352,2,25,22
695707917166339_954262174644244,2,1,3
695707917166339_954271821309946,2,0,4
695707917166339_954307304639731,2,25,4
695707917166339_953678738035921,2,25,6
695707917166339_953555231381605,2,25,4
695707917166339_952798618123933,2,2,1
695707917166339_952354981501630,2,8,5
695707917166339_952461151491013,2,25,6
695707917166339_952398228163972,2,25,22
695707917166339_952010484869413,2,2,7
695707917166339_951813538222441,2,11,1
695707917166339_951399258263869,2,0,8
695707917166339_951076478296147,2,2,6
695707917166339_951751994895262,2,15,2
695707917166339_951399874930474,2,5,1
695707917166339_950760368327758,2,25,11
695707917166339_950939371643191,2,0,2
695707917166339_951026031634525,2,7,3
695707917166339_950939388309856,2,7,7
695707917166339_951054468298348,2,11,5
695707917166339_950303448373450,2,25,1
695707917166339_950261741710954,2,25,6
695707917166339_950388195031642,2,23,4
695707917166339_948579855212476,2,7,2
695707917166339_948512805219181,2,1,1
695707917166339_948579965212465,2,5,1
695707917166339_948158778587917,2,1,1
695707917166339_948487115221750,2,3,4
695707917166339_948487085221753,2,0,4
695707917166339_947978918605903,2,2,4
695707917166339_948103468593448,2,13,1
695707917166339_947796208624174,2,1,5
695707917166339_947072008696594,2,25,3
695707917166339_947069578696837,2,4,2
695707917166339_946729205397541,2,12,9
695707917166339_945940202143108,2,25,1
695707917166339_945966795473782,2,15,4
695707917166339_945940142143114,2,6,8
695707917166339_946353435435118,2,8,5
695707917166339_945594735510988,2,2,4
695707917166339_946314915438970,2,25,14
695707917166339_944833722253756,2,10,0
695707917166339_944662215604240,2,9,5
695707917166339_944149545655507,2,3,3
695707917166339_943975585672903,2,10,4
695707917166339_943944912342637,2,2,3
695707917166339_943586189045176,2,1,3
695707917166339_943307909073004,2,3,0
695707917166339_943345462402582,2,2,2
695707917166339_943599235710538,2,6,4
695707917166339_943049759098819,2,1,3
695707917166339_943103109093484,2,6,4
695707917166339_943103252426803,2,0,3
695707917166339_943103209093474,2,2,3
695707917166339_942960799107715,2,3,12
695707917166339_943103152426813,2,12,2
695707917166339_942925675777894,2,7,2
695707917166339_942355725834889,2,25,7
695707917166339_942578925812569,2,18,3
695707917166339_942925809111214,2,10,0
695707917166339_942355629168232,2,0,5
695707917166339_942408742496254,2,1,1
695707917166339_942355665834895,2,25,1
695707917166339_942925655777896,2,6,7
695707917166339_942545162482612,2,4,2
695707917166339_942302495840212,2,6,2
695707917166339_941914625878999,2,20,3
695707917166339_941574152579713,2,25,4
695707917166339_941373599266435,2,12,1
695707917166339_941401582596970,2,25,7
695707917166339_941429809260814,2,25,3
695707917166339_941429789260816,2,10,1
695707917166339_941394142597714,2,13,0
695707917166339_941401625930299,2,2,3
695707917166339_941195075950954,2,5,5
695707917166339_941017279302067,2,15,1
695707917166339_941125899291205,2,10,2
695707917166339_940975379306257,2,0,3
695707917166339_941057132631415,2,25,0
695707917166339_941102575960204,2,25,3
695707917166339_940837372653391,2,25,7
695707917166339_940939679309827,2,25,2
695707917166339_941174432619685,2,9,2
695707917166339_940500089353786,2,1,3
695707917166339_940757629328032,2,0,1
695707917166339_940349102702218,2,4,4
695707917166339_940822329321562,2,2,6
695707917166339_940814725988989,2,4,3
695707917166339_940349136035548,2,2,1
695707917166339_940407106029751,2,25,16
695707917166339_939992339404561,2,0,4
695707917166339_939893832747745,2,6,4
695707917166339_940060306064431,2,5,2
695707917166339_939610779442717,2,3,1
695707917166339_939529002784228,2,1,1
695707917166339_939610716109390,2,0,1
695707917166339_939528982784230,2,25,3
695707917166339_939019252835203,2,1,0
695707917166339_938946962842432,2,11,6
695707917166339_938746586195803,2,25,5
695707917166339_938706179533177,2,25,5
695707917166339_938490939554701,2,18,3
695707917166339_938599149543880,2,6,3
695707917166339_938420299561765,2,6,1
695707917166339_937786299625165,2,4,1
695707917166339_937988112938317,2,4,0
695707917166339_937982512938877,2,25,2
695707917166339_937945582942570,2,5,3
695707917166339_937965232940605,2,13,12
695707917166339_938120639591731,2,3,10
695707917166339_937988122938316,2,0,1
695707917166339_937988139604981,2,12,0
695707917166339_937758656294596,2,4,5
695707917166339_937578706312591,2,5,9
695707917166339_937758639627931,2,3,1
695707917166339_937537872983341,2,1,4
695707917166339_937130713024057,2,3,2
695707917166339_937146409689154,2,14,17
695707917166339_937298059673989,2,9,3
695707917166339_936980593039069,2,2,9
695707917166339_936604189743376,2,4,0
695707917166339_937001449703650,2,2,1
695707917166339_936467436423718,2,25,9
695707917166339_936467426423719,2,0,1
695707917166339_936307313106397,2,3,7
695707917166339_936307276439734,2,14,1
695707917166339_936247513112377,2,2,1
695707917166339_936206316449830,2,25,3
695707917166339_936135643123564,2,4,1
695707917166339_936247496445712,2,1,1
695707917166339_935787523158376,2,25,3
695707917166339_936096469794148,2,0,1
695707917166339_936096503127478,2,6,5
695707917166339_936067203130408,2,25,12
695707917166339_935758659827929,2,10,3
695707917166339_936096449794150,2,8,1
695707917166339_936083286462133,2,7,1
695707917166339_935618823175246,2,4,0
695707917166339_935716146498847,2,0,2
695707917166339_935669199836875,2,0,2
695707917166339_935633743173754,2,23,18
695707917166339_935733286497133,2,7,1
695707917166339_935267569877038,2,5,5
695707917166339_935247136545748,2,5,3
695707917166339_935602026510259,2,1,0
695707917166339_935589093178219,2,2,2
695707917166339_935516996518762,2,3,1
695707917166339_935047726565689,2,4,5
695707917166339_935226176547844,2,20,7
695707917166339_934968539906941,2,2,6
695707917166339_934984083238720,2,2,0
695707917166339_935206059883189,2,25,1
695707917166339_934924896577972,2,5,6
695707917166339_934839839919811,2,20,3
695707917166339_934883099915485,2,1,1
695707917166339_934693173267811,2,1,3
695707917166339_934175209986274,2,0,3
695707917166339_934122163324912,2,1,2
695707917166339_934152449988550,2,7,1
695707917166339_933839986686463,2,3,1
695707917166339_933965156673946,2,1,4
695707917166339_934089449994850,2,4,5
695707917166339_933819380021857,2,21,1
695707917166339_933676076702854,2,25,0
695707917166339_933472886723173,2,2,2
695707917166339_933377433399385,2,1,4
695707917166339_933205166749945,2,4,2
695707917166339_933218363415292,2,2,6
695707917166339_933250486745413,2,2,0
695707917166339_933233060080489,2,20,1
695707917166339_933262443410884,2,3,6
695707917166339_932868420116953,2,0,2
695707917166339_932957216774740,2,9,0
695707917166339_932712870132508,2,7,4
695707917166339_932717570132038,2,25,0
695707917166339_932620283475100,2,25,0
695707917166339_932325243504604,2,21,7
695707917166339_932293120174483,2,25,2
695707917166339_932250126845449,2,3,4
695707917166339_931995896870872,2,18,8
695707917166339_931851470218648,2,0,3
695707917166339_931864603550668,2,9,6
695707917166339_932038930199902,2,0,1
695707917166339_931580693579059,2,15,10
695707917166339_931493470254448,2,5,3
695707917166339_931844293552699,2,0,1
695707917166339_931344196936042,2,4,6
695707917166339_931445146925947,2,25,6
695707917166339_931443793592749,2,2,4
695707917166339_931071266963335,2,25,7
695707917166339_930940930309702,2,14,9
695707917166339_930920380311757,2,5,4
695707917166339_930604017010060,2,5,3
695707917166339_930675787002883,2,0,1
695707917166339_930473110356484,2,0,3
695707917166339_930501943686934,2,2,3
695707917166339_930487523688376,2,0,0
695707917166339_930080700395725,2,19,5
695707917166339_930042460399549,2,1,1
695707917166339_929211713815957,2,25,0
695707917166339_929183310485464,2,0,3
695707917166339_929183297152132,2,0,6
695707917166339_929191037151358,2,7,1
695707917166339_928917660512029,2,1,1
695707917166339_928878057182656,2,4,2
695707917166339_928816573855471,2,15,7
695707917166339_928783590525436,2,25,8
695707917166339_928678293869299,2,25,1
695707917166339_928277020576093,2,12,0
695707917166339_928100563927072,2,2,0
695707917166339_928339330569862,2,9,6
695707917166339_928100543927074,2,10,2
695707917166339_928260950577700,2,1,6
695707917166339_927907217279740,2,5,10
695707917166339_927585547311907,2,3,0
695707917166339_927585647311897,2,14,4
695707917166339_927335834003545,2,1,1
695707917166339_927417720662023,2,11,4
695707917166339_927209927349469,2,1,0
695707917166339_927034850700310,2,10,2
695707917166339_926841804052948,2,25,1
695707917166339_926841590719636,2,1,1
695707917166339_926502477420214,2,2,2
695707917166339_926450654092063,2,5,2
695707917166339_926564104080718,2,4,4
695707917166339_926116850792110,2,20,6
695707917166339_926086077461854,2,4,0
695707917166339_926086094128519,2,2,1
695707917166339_926138550789940,2,11,1
695707917166339_925829604154168,2,1,1
695707917166339_925829627487499,2,1,2
695707917166339_925973637473098,2,1,3
695707917166339_925598424177286,2,2,2
695707917166339_925646624172466,2,17,4
695707917166339_925774797492982,2,4,1
695707917166339_925810890822706,2,3,1
695707917166339_925622504174878,2,3,3
695707917166339_925285214208607,2,3,3
695707917166339_925464014190727,2,2,1
695707917166339_925450750858720,2,5,3
695707917166339_925517304185398,2,25,5
695707917166339_925056474231481,2,3,6
695707917166339_925210957549366,2,24,0
695707917166339_925119877558474,2,6,2
695707917166339_924585474278581,2,25,8
695707917166339_924948637575598,2,4,4
695707917166339_924207410983054,2,3,4
695707917166339_924190290984766,2,2,3
695707917166339_924478270955968,2,3,3
695707917166339_924478244289304,2,1,1
695707917166339_924190277651434,2,1,2
695707917166339_924210817649380,2,4,4
695707917166339_923777241026071,2,7,2
695707917166339_923973217673140,2,4,12
695707917166339_923717081032087,2,2,4
695707917166339_923559034381225,2,5,2
695707917166339_923200621083733,2,0,1
695707917166339_922826681121127,2,7,3
695707917166339_922901674446961,2,12,7
695707917166339_923063497764112,2,9,0
695707917166339_922944917775970,2,4,4
695707917166339_922859674451161,2,3,3
695707917166339_922624611141334,2,2,9
695707917166339_922509007819561,2,6,6
695707917166339_922045494532579,2,6,5
695707917166339_921951937875268,2,5,1
695707917166339_921974634539665,2,12,1
695707917166339_921386494598479,2,5,6
695707917166339_921367704600358,2,25,3
695707917166339_921135861290209,2,5,1
695707917166339_921041974632931,2,2,3
695707917166339_920614498009012,2,5,4
695707917166339_920189674718161,2,2,1
695707917166339_920436491360146,2,3,0
695707917166339_920406154696513,2,8,4
695707917166339_919992888071173,2,4,3
695707917166339_919817444755384,2,2,3
695707917166339_919744801429315,2,8,4
695707917166339_919500288120433,2,23,5
695707917166339_919619214775207,2,2,0
695707917166339_919500364787092,2,5,6
695707917166339_919359668134495,2,25,4
695707917166339_919177691486026,2,0,1
695707917166339_919101218160340,2,2,2
695707917166339_918629138207548,2,0,1
695707917166339_918508578219604,2,9,4
695707917166339_918384154898713,2,2,7
695707917166339_918343004902828,2,3,5
695707917166339_918249908245471,2,0,2
695707917166339_918014671602328,2,8,2
695707917166339_917286848341777,2,5,5
695707917166339_917103435026785,2,25,3
695707917166339_917067465030382,2,1,12
695707917166339_917005558369906,2,2,0
695707917166339_916907271713068,2,25,1
695707917166339_916870418383420,2,23,3
695707917166339_916841128386349,2,3,1
695707917166339_916624651741330,2,0,3
695707917166339_916604858409976,2,25,12
695707917166339_916598908410571,2,0,6
695707917166339_916604758409986,2,7,4
695707917166339_916213711782424,2,0,0
695707917166339_916213658449096,2,1,5
695707917166339_916097645127364,2,2,3
695707917166339_916073348463127,2,1,2
695707917166339_916077978462664,2,0,1
695707917166339_916051488465313,2,25,9
695707917166339_915851825151946,2,3,2
695707917166339_915923561811439,2,1,4
695707917166339_915923545144774,2,2,3
695707917166339_915943118476150,2,0,0
695707917166339_915636458506816,2,1,1
695707917166339_915636485173480,2,2,13
695707917166339_915447988525663,2,0,4
695707917166339_915447961858999,2,13,1
695707917166339_915135721890223,2,4,3
695707917166339_915158351887960,2,13,4
695707917166339_915134611890334,2,3,10
695707917166339_914985238571938,2,5,2
695707917166339_915134645223664,2,9,1
695707917166339_914766025260526,2,0,2
695707917166339_914458221957973,2,0,1
695707917166339_914458178624644,2,2,1
695707917166339_914437175293411,2,2,2
695707917166339_914136828656779,2,0,7
695707917166339_914312351972560,2,0,2
695707917166339_913915352012260,2,3,0
695707917166339_913752545361874,2,25,2
695707917166339_913706652033130,2,9,5
695707917166339_913481002055695,2,11,3
695707917166339_913275278742934,2,3,3
695707917166339_913249325412196,2,0,1
695707917166339_913218048748657,2,4,7
695707917166339_913218022081993,2,3,2
695707917166339_913029948767467,2,1,10
695707917166339_913067112097084,2,9,3
695707917166339_912937712110024,2,3,1
695707917166339_912917585445370,2,10,5
695707917166339_912917602112035,2,0,5
695707917166339_912856908784771,2,4,10
695707917166339_912571708813291,2,10,1
695707917166339_912582802145515,2,6,2
695707917166339_912614452142350,2,25,6
695707917166339_912770255460103,2,1,4
695707917166339_912743438796118,2,0,1
695707917166339_912614465475682,2,0,5
695707917166339_912564165480712,2,0,9
695707917166339_912743402129455,2,8,0
695707917166339_912245155512613,2,7,1
695707917166339_912267865510342,2,4,4
695707917166339_912291598841302,2,7,12
695707917166339_912267885510340,2,2,4
